Running object 3347
ROW: 3347 Tau: 2.277185400623659 V: -0.6861684569433611 dMu: 0.004063536676571083
         13288560 function calls (13181823 primitive calls) in 200.525 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 csv.py:4(<module>)
        1    0.000    0.000    0.000    0.000 imp.py:7(<module>)
        1    0.000    0.000    0.001    0.001 ctypeslib.py:51(<module>)
       29    0.000    0.000    0.001    0.000 core.py:306(minimum_fill_value)
        7    0.000    0.000    0.000    0.000 shape_base.py:141(atleast_3d)
        1    0.000    0.000    0.000    0.000 pathlib.py:605(PurePath)
        3    0.000    0.000    0.000    0.000 corner.py:508(<listcomp>)
        1    0.000    0.000    0.046    0.046 matfuncs.py:3(<module>)
        1    0.000    0.000    0.002    0.002 compressed.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_schur.py:1(<module>)
        4    0.000    0.000    0.000    0.000 figure.py:1128(<listcomp>)
       19    0.000    0.000    0.000    0.000 gridspec.py:391(__init__)
       24    0.000    0.000    0.000    0.000 mathtext.py:1972(shrink)
       22    0.000    0.000    0.000    0.000 ticker.py:1399(tick_values)
        1    0.000    0.000    0.005    0.005 markers.py:84(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:46(Collection)
       18    0.000    0.000    0.080    0.004 six.py:159(_resolve)
        6    0.000    0.000    0.000    0.000 groups.py:279(match_header)
        9    0.000    0.000    0.002    0.000 __init__.py:2163(normalize_path)
        6    0.000    0.000    0.000    0.000 version.py:307(parse)
        1    0.000    0.000    0.002    0.002 loader.py:1(<module>)
       14    0.000    0.000    0.000    0.000 pyparsing.py:2999(__init__)
       24    0.000    0.000    0.000    0.000 utils.py:70(__init__)
       72    0.000    0.000    0.000    0.000 abc.py:9(abstractmethod)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:310(<listcomp>)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:412(PdfFile)
        1    0.000    0.000    0.001    0.001 _fitpack_impl.py:23(<module>)
        1    0.000    0.000    0.001    0.001 base.py:1(<module>)
       12    0.000    0.000    0.043    0.004 figure.py:783(set_dpi)
        1    0.000    0.000    0.019    0.019 figure.py:1609(subplots_adjust)
        1    0.000    0.000    0.098    0.098 core.py:1(<module>)
        1    0.000    0.000    0.003    0.003 path.py:1032(_define_deprecated_functions)
       47    0.000    0.000    0.000    0.000 ipaddress.py:607(__init__)
        9    0.000    0.000    0.000    0.000 __init__.py:540(_get_home)
       12    0.000    0.000    0.000    0.000 configobj.py:514(_initialise)
        4    0.000    0.000    0.001    0.000 decorators.py:167(deprecate)
        1    0.000    0.000    0.000    0.000 mixins.py:63(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 pathlib.py:127(<setcomp>)
        3    0.000    0.000    0.000    0.000 sre_parse.py:877(parse_template)
       16    0.000    0.000    0.000    0.000 enum.py:310(__getattr__)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:255(_module_repr)
        2    0.000    0.000    0.001    0.000 backend_pdf.py:1404(writePathCollectionTemplates)
       17    0.000    0.000    0.000    0.000 backend_pdf.py:1596(option_image_nocomposite)
        1    0.000    0.000    0.000    0.000 __init__.py:194(<listcomp>)
       11    0.000    0.000    0.000    0.000 decorator.py:176(<listcomp>)
        1    0.000    0.000    0.004    0.004 polar.py:1(<module>)
       33    0.000    0.000    0.000    0.000 _base.py:3050(yaxis_inverted)
        2    0.000    0.000    0.001    0.000 offsetbox.py:713(__init__)
        1    0.000    0.000    0.001    0.001 model.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dviread.py:20(<module>)
      104    0.000    0.000    0.000    0.000 mathtext.py:2555(_get_font)
       10    0.000    0.000    0.027    0.003 mathtext.py:536(get_results)
        1    0.000    0.000    0.000    0.000 text.py:178(Text)
        2    0.000    0.000    0.000    0.000 patches.py:2196(transmute)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
       15    0.000    0.000    0.000    0.000 cycler.py:529(_cycler)
        1    0.000    0.000    0.000    0.000 yacc.py:2960(signature)
        1    0.000    0.000    0.016    0.016 lex.py:211(readtab)
     11/9    0.000    0.000    0.172    0.019 hdulist.py:274(__getitem__)
        1    0.000    0.000    0.000    0.000 runner.py:242(TestRunner)
       94    0.000    0.000    0.000    0.000 pyparsing.py:3614(<genexpr>)
        5    0.000    0.000    0.000    0.000 {built-in method numpy.frombuffer}
        1    0.000    0.000    0.002    0.002 ntpath.py:6(<module>)
       44    0.000    0.000    0.000    0.000 _inspect.py:15(ismethod)
        7    0.000    0.000    0.000    0.000 warnings.py:159(_add_filter)
        1    0.000    0.000    0.000    0.000 common.py:1(<module>)
        8    0.000    0.000    0.000    0.000 nonlin.py:218(_set_doc)
        1    0.000    0.000    0.000    0.000 dual.py:12(<module>)
        1    0.000    0.000    0.000    0.000 ptsampler.py:4(<module>)
        2    0.000    0.000    0.027    0.013 backend_qt5agg.py:239(__init__)
        2    0.000    0.000    2.615    1.308 backend_agg.py:453(draw)
       28    0.000    0.000    0.000    0.000 backend_qt5.py:249(_dpi_ratio)
       15    0.000    0.000    0.000    0.000 __init__.py:54(get_projection_class)
       15    0.000    0.000    0.000    0.000 _base.py:493(<listcomp>)
       10    0.000    0.000    0.000    0.000 _axes.py:231(set_ylabel)
       10    0.000    0.000    0.516    0.052 mathtext.py:2586(math_string)
        4    0.000    0.000    0.001    0.000 backend_bases.py:2049(get_width_height)
        5    0.000    0.000    0.003    0.001 collections.py:893(__init__)
        2    0.000    0.000    0.000    0.000 colorbar.py:464(_outline)
        1    0.000    0.000    0.002    0.002 ipaddress.py:2264(_IPv6Constants)
       76    0.000    0.000    0.000    0.000 constant.py:155(name)
        1    0.000    0.000    0.000    0.000 nonstandard.py:3(<module>)
     12/2    0.000    0.000    0.001    0.000 pyparsing.py:1873(makeOptionalList)
       50    0.000    0.000    0.000    0.000 enum.py:179(<genexpr>)
        2    0.000    0.000    0.001    0.000 decorator.py:239(decorator)
       37    0.000    0.000    0.000    0.000 context.py:264(<genexpr>)
        1    0.000    0.000    0.003    0.003 geo.py:1(<module>)
      128    0.000    0.000    0.000    0.000 axis.py:330(<listcomp>)
        2    0.000    0.000    0.002    0.001 offsetbox.py:680(draw)
       79    0.000    0.000    0.000    0.000 docstring.py:121(copy_dedent)
        1    0.000    0.000    0.000    0.000 equivalencies.py:2(<module>)
       53    0.000    0.000    0.000    0.000 pyparsing.py:2105(streamline)
       53    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BytesIO' objects}
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:570(_module_repr_from_spec)
      104    0.000    0.000    0.000    0.000 backend_pdf.py:2133(flipy)
        1    0.000    0.000    0.000    0.000 __init__.py:170(<listcomp>)
        1    0.000    0.000    0.029    0.029 _root.py:7(<module>)
        1    0.000    0.000    0.002    0.002 texmanager.py:35(<module>)
       16    0.000    0.000    0.000    0.000 transforms.py:409(_get_extents)
        9    0.000    0.000    0.000    0.000 six.py:195(load_module)
        2    0.000    0.000    0.002    0.001 pyparsing.py:4540(originalTextFor)
       29    0.000    0.000    0.001    0.000 core.py:357(maximum_fill_value)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:246(_set_array_types)
        1    0.000    0.000    0.040    0.040 py3k.py:4(<module>)
       16    0.000    0.000    0.000    0.000 {method 'seek' of '_io.FileIO' objects}
        1    0.000    0.000    0.001    0.001 fitpack2.py:7(<module>)
        7    0.000    0.000    0.000    0.000 nonlin.py:1502(<listcomp>)
        1    0.000    0.000    0.001    0.001 zeros.py:1(<module>)
        1    0.000    0.000    0.000    0.000 construct.py:2(<module>)
        1    0.000    0.000    0.000    0.000 dok.py:1(<module>)
        1    0.000    0.000    0.001    0.001 legend_handler.py:26(<module>)
       40    0.000    0.000    0.000    0.000 legend.py:846(get_bbox_to_anchor)
        3    0.000    0.000    0.050    0.017 _axes.py:5820(contour)
       22    0.000    0.000    0.000    0.000 ticker.py:1396(__call__)
      102    0.000    0.000    0.000    0.000 artist.py:1047(mouseover)
       54    0.000    0.000    0.000    0.000 docstring.py:84(__init__)
       56    0.000    0.000    0.000    0.000 yacc.py:1398(bind)
        7    0.000    0.000    0.011    0.002 logger.py:171(_showwarning)
        9    0.000    0.000    0.005    0.001 configuration.py:280(set)
       14    0.000    0.000    0.000    0.000 pyparsing.py:2974(__str__)
       24    0.000    0.000    0.034    0.001 rcsetup.py:455(validate_font_properties)
        1    0.000    0.000    0.001    0.001 lzma.py:9(<module>)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:4(<module>)
        1    0.000    0.000    0.001    0.001 _numdiff.py:1(<module>)
        7    0.000    0.000    0.000    0.000 _threadsafety.py:27(__init__)
        1    0.000    0.000    0.000    0.000 decomp_svd.py:1(<module>)
        1    0.000    0.000    0.006    0.006 linesearch.py:13(<module>)
        4    0.000    0.000    0.000    0.000 _base.py:1361(get_data_ratio)
       10    0.000    0.000    0.144    0.014 offsetbox.py:214(get_offset)
        1    0.000    0.000    0.011    0.011 parser.py:29(<module>)
        5    0.000    0.000    0.000    0.000 gridspec.py:198(__init__)
       26    0.000    0.000    0.148    0.006 lines.py:1266(_draw_lines)
        4    0.000    0.000    0.086    0.022 collections.py:916(__init__)
       14    0.000    0.000    0.006    0.000 pyparsing.py:3442(__str__)
        1    0.000    0.000    0.006    0.006 vounit.py:4(<module>)
        4    0.000    0.000    0.000    0.000 paths.py:20(_find_home)
       74    0.000    0.000    0.000    0.000 pyparsing.py:1999(leaveWhitespace)
       42    0.000    0.000    0.000    0.000 pyparsing.py:1514(leaveWhitespace)
       23    0.000    0.000    0.000    0.000 overrides.py:183(decorator)
       10    0.000    0.000    0.000    0.000 pathlib.py:387(_wrap_strfunc)
        1    0.000    0.000    0.000    0.000 legendre.py:83(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        1    0.000    0.000    0.007    0.007 bsr.py:1(<module>)
        1    0.000    0.000    0.038    0.038 misc.py:1(<module>)
        4    0.000    0.000    0.000    0.000 scale.py:564(<listcomp>)
        6    0.000    0.000    0.081    0.013 _base.py:3302(set_yticklabels)
       16    0.000    0.000    0.000    0.000 mathtext.py:1418(shrink)
        7    0.000    0.000    0.002    0.000 patches.py:933(__init__)
        3    0.000    0.000    0.000    0.000 contour.py:1289(_process_linestyles)
      103    0.000    0.000    0.000    0.000 artist.py:334(is_transform_set)
       47    0.000    0.000    0.000    0.000 ipaddress.py:553(__eq__)
        1    0.000    0.000    0.007    0.007 message.py:5(<module>)
        1    0.000    0.000    0.000    0.000 logarithmic.py:18(LogUnit)
        4    0.000    0.000    0.011    0.003 logarithmic.py:122(__init__)
     10/3    0.000    0.000    0.006    0.002 pyparsing.py:3628(streamline)
       12    0.000    0.000    0.000    0.000 generic.py:302(p_unit_expression)
        1    0.000    0.000    0.000    0.000 generic.py:53(Generic)
        1    0.000    0.000    0.000    0.000 ogip.py:12(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(FullArgSpec)
       74    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
       75    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
        1    0.000    0.000    0.021    0.021 defmatrix.py:1(<module>)
       30    0.000    0.000    0.000    0.000 getlimits.py:42(<lambda>)
        1    0.000    0.000    0.000    0.000 _methods.py:5(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:484(cast)
       81    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
       10    0.000    0.000    0.002    0.000 cm.py:321(set_norm)
        4    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.is_sorted}
       10    0.000    0.000    0.000    0.000 transforms.py:339(_get_ymin)
        1    0.000    0.000    0.000    0.000 transforms.py:776(Bbox)
        9    0.000    0.000    0.000    0.000 quantity_helper.py:197(<lambda>)
        1    0.000    0.000    0.000    0.000 fractions.py:60(Fraction)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
       18    0.000    0.000    0.000    0.000 util.py:783(_str_to_num)
       16    0.000    0.000    0.000    0.000 pyparsing.py:2626(charsAsStr)
       16    0.000    0.000    0.000    0.000 pyparsing.py:3221(__init__)
       28    0.000    0.000    0.001    0.000 rcsetup.py:802(<genexpr>)
        5    0.000    0.000    0.000    0.000 function_base.py:2031(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:195(_sanity_check)
       17    0.000    0.000    0.000    0.000 enum.py:335(__members__)
        1    0.000    0.000    0.009    0.009 trf.py:95(<module>)
        1    0.000    0.000    0.000    0.000 formlayout.py:109(ColorLayout)
       15    0.000    0.000    0.000    0.000 _base.py:2741(set_axis_on)
       15    0.000    0.000    0.000    0.000 figure.py:155(__contains__)
        2    0.000    0.000    0.000    0.000 figure.py:1056(clf)
        8    0.000    0.000    0.001    0.000 mathtext.py:2821(group)
        8    0.000    0.000    0.000    0.000 mathtext.py:1360(_get_font_constant_set)
       19    0.000    0.000    0.000    0.000 cbook.py:565(__init__)
        1    0.000    0.000    0.000    0.000 yacc.py:2026(bind_callables)
        1    0.000    0.000    0.000    0.000 cds.py:32(CDS)
        9    0.000    0.000    0.000    0.000 core.py:891(<lambda>)
        1    0.000    0.000    0.001    0.001 table.py:785(BinTableHDU)
        1    0.000    0.000    0.000    0.000 base.py:775(_NonstandardHDU)
       18    0.000    0.000    0.000    0.000 header.py:278(cards)
        8    0.000    0.000    0.018    0.002 hashlib.py:73(__get_builtin_constructor)
        8    0.000    0.000    0.000    0.000 rcsetup.py:233(validate_fonttype)
        1    0.000    0.000    0.097    0.097 fontconfig_pattern.py:7(<module>)
        6    0.000    0.000    0.000    0.000 pyparsing.py:525(_asStringList)
        1    0.000    0.000    0.000    0.000 arraysetops.py:27(<module>)
       11    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
       18    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 _bvp.py:1(<module>)
        2    0.000    0.000    0.011    0.006 __init__.py:8(<module>)
       18    0.000    0.000    0.000    0.000 data.py:117(_create_method)
       13    0.000    0.000    0.000    0.000 dual.py:52(register_func)
        1    0.000    0.000    0.000    0.000 spines.py:1(<module>)
       22    0.000    0.000    0.000    0.000 figure.py:82(<listcomp>)
        1    0.000    0.000    0.000    0.000 Image.py:487(Image)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1176(TimerBase)
        4    0.000    0.000    0.000    0.000 backend_bases.py:1815(draw_event)
       80    0.000    0.000    0.000    0.000 docstring.py:100(copy)
        1    0.000    0.000    0.006    0.006 ipaddress.py:1558(_IPv4Constants)
        1    0.000    0.000    0.021    0.021 introspection.py:3(<module>)
        1    0.000    0.000    0.001    0.001 pyparsing.py:2026(__init__)
        1    0.000    0.000    0.000    0.000 _iotools.py:3(<module>)
        1    0.000    0.000    0.008    0.008 decimal.py:2(<module>)
       20    0.000    0.000    0.000    0.000 mixins.py:20(_binary_method)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:69(_from_ctypes_scalar)
        2    0.000    0.000    0.000    0.000 {built-in method today}
       65    0.000    0.000    0.000    0.000 sre_parse.py:161(__delitem__)
       22    0.000    0.000    0.000    0.000 {method 'indices' of 'slice' objects}
       22    0.000    0.000    0.000    0.000 {method 'tell' of '_io.FileIO' objects}
        1    0.000    0.000    0.066    0.066 fitpack.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _matfuncs_sqrtm.py:6(<module>)
        4    0.000    0.000    0.002    0.001 _base.py:1727(add_artist)
      128    0.000    0.000    0.000    0.000 axis.py:323(<listcomp>)
        1    0.000    0.000    0.001    0.001 triinterpolate.py:3(<module>)
        2    0.000    0.000    0.327    0.163 figure.py:1583(colorbar)
        9    0.000    0.000    0.000    0.000 gridspec.py:37(__init__)
       56    0.000    0.000    0.000    0.000 mathtext.py:1391(shrink)
       14    0.000    0.000    0.001    0.000 backend_bases.py:2324(mpl_connect)
       22    0.000    0.000    0.081    0.004 six.py:80(_import_module)
        1    0.000    0.000    0.020    0.020 lex.py:863(lex)
     16/2    0.000    0.000    0.002    0.001 pyparsing.py:3603(parseImpl)
        7    0.000    0.000    0.000    0.000 pyparsing.py:3647(__str__)
        1    0.000    0.000    0.002    0.002 errors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(uname_result)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1076(ParserElement)
        4    0.000    0.000    0.000    0.000 decorators.py:74(deprecate_doc)
       22    0.000    0.000    0.000    0.000 decorators.py:614(__new__)
        1    0.000    0.000    0.078    0.078 codegen.py:3(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
       24    0.000    0.000    0.000    0.000 fromnumeric.py:3409(sometrue)
       14    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
       26    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        8    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
        1    0.000    0.000    0.001    0.001 trf_linear.py:2(<module>)
        1    0.000    0.000    0.020    0.020 _ellip_harm.py:1(<module>)
        6    0.000    0.000    0.004    0.001 _threadsafety.py:54(decorator)
        1    0.000    0.000    0.000    0.000 base.py:62(spmatrix)
        7    0.000    0.000    0.000    0.000 _util.py:296(<listcomp>)
        2    0.000    0.000    8.002    4.001 backend_qt5agg.py:221(print_figure)
     12/8    0.000    0.000    0.013    0.002 offsetbox.py:390(<listcomp>)
       40    0.000    0.000    0.000    0.000 collections.py:191(get_paths)
        1    0.000    0.000    0.000    0.000 artist.py:82(Artist)
        2    0.000    0.000    0.072    0.036 colorbar.py:342(draw_all)
       45    0.000    0.000    0.000    0.000 yacc.py:248(__setitem__)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
       94    0.000    0.000    0.000    0.000 pyparsing.py:4749(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4147(Group)
        1    0.000    0.000    0.000    0.000 fits.py:5(<module>)
        1    0.000    0.000    0.002    0.002 expat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 verify.py:2(<module>)
        1    0.000    0.000    0.009    0.009 version.py:2(<module>)
        1    0.000    0.000    0.004    0.004 suite.py:1(<module>)
       10    0.000    0.000    0.000    0.000 extras.py:242(getdoc)
        1    0.000    0.000    0.000    0.000 histograms.py:3(<module>)
       13    0.000    0.000    0.000    0.000 mixins.py:48(_numeric_methods)
        2    0.000    0.000    0.002    0.001 function_base.py:3354(_ureduce)
        4    0.000    0.000    0.000    0.000 _methods.py:48(_count_reduce_items)
       44    0.000    0.000    0.000    0.000 _inspect.py:28(isfunction)
       10    0.000    0.000    0.008    0.001 enum.py:758(_missing_)
        1    0.000    0.000    0.000    0.000 csc.py:1(<module>)
        1    0.000    0.000    0.181    0.181 figureoptions.py:8(<module>)
        5    0.000    0.000    0.000    0.000 axis.py:679(set_label_coords)
        1    0.000    0.000    0.000    0.000 relativedelta.py:2(<module>)
        1    0.000    0.000    0.002    0.002 texmanager.py:89(TexManager)
        1    0.000    0.000    0.000    0.000 blocking_input.py:126(BlockingMouseInput)
        1    0.000    0.000    0.007    0.007 afm.py:35(<module>)
        1    0.000    0.000    0.008    0.008 ipaddress.py:9(<module>)
        1    0.000    0.000    0.000    0.000 lex.py:664(<listcomp>)
        4    0.000    0.000    0.000    0.000 core.py:95(__init__)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3717(__init__)
        5    0.000    0.000    0.000    0.000 pyparsing.py:4161(__init__)
        4    0.000    0.000    0.000    0.000 fractions.py:294(_operator_fallbacks)
        2    0.000    0.000    0.008    0.004 hdulist.py:1002(_readfrom)
        2    0.000    0.000    0.001    0.000 decorators.py:466(wrapper)
       10    0.000    0.000    0.001    0.000 decorators.py:618(wrapper)
        1    0.000    0.000    0.000    0.000 <string>:5(_Instruction)
        4    0.000    0.000    0.001    0.000 tempfile.py:571(TemporaryFile)
       11    0.000    0.000    0.000    0.000 pyparsing.py:2964(__init__)
        1    0.000    0.000    0.000    0.000 _iotools.py:493(StringConverter)
        3    0.000    0.000    0.004    0.001 twodim_base.py:571(histogram2d)
        1    0.000    0.000    0.000    0.000 index_tricks.py:300(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 defchararray.py:1824(chararray)
        1    0.000    0.000    0.000    0.000 {method 'tostring' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.082    0.082 overrides.py:1(<module>)
        7    0.000    0.000    0.011    0.002 warnings.py:85(_showwarnmsg)
        1    0.000    0.000    0.002    0.002 type1font.py:44(Type1Font)
        1    0.000    0.000    0.000    0.000 tnc.py:33(<module>)
        1    0.000    0.000    0.000    0.000 minres.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:245(<listcomp>)
        1    0.000    0.000    0.000    0.000 decomp_lu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
        1    0.000    0.000    0.000    0.000 scale.py:554(get_scale_docs)
        7    0.000    0.000    0.000    0.000 offsetbox.py:190(axes)
        5    0.000    0.000    0.000    0.000 mathtext.py:168(__init__)
        1    0.000    0.000    0.008    0.008 font_manager.py:960(pickle_load)
        1    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.get_path_collection_extents}
        4    0.000    0.000    0.000    0.000 transforms.py:395(_get_size)
        2    0.000    0.000    0.001    0.000 colorbar.py:824(_mesh)
        1    0.000    0.000    0.001    0.001 lex.py:34(<module>)
        1    0.000    0.000    0.005    0.005 yacc.py:3212(yacc)
        1    0.000    0.000    0.017    0.017 fractions.py:4(<module>)
        4    0.000    0.000    0.000    0.000 compressed.py:678(match_header)
        1    0.000    0.000    0.214    0.214 __init__.py:633(__init__)
        2    0.000    0.000    0.000    0.000 version.py:134(parse)
        1    0.000    0.000    0.000    0.000 helper.py:4(<module>)
        1    0.000    0.000    0.036    0.036 _datasource.py:35(<module>)
       54    0.000    0.000    0.000    0.000 stride_tricks.py:121(<genexpr>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
        8    0.000    0.000    0.000    0.000 functools.py:479(decorating_function)
        1    0.000    0.000    0.002    0.002 lsq_linear.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cobyla.py:11(<module>)
        1    0.000    0.000    0.001    0.001 quadpack.py:3(<module>)
        1    0.000    0.000    0.000    0.000 lobpcg.py:11(<module>)
        1    0.000    0.000    0.156    0.156 lbfgsb.py:9(<module>)
        3    0.000    0.000    0.006    0.002 _version.py:7(<module>)
        2    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 formlayout.py:62(ColorButton)
        2    0.000    0.000    0.102    0.051 backend_qt5agg.py:47(new_figure_manager_given_figure)
        3    0.000    0.000    0.003    0.001 _base.py:1855(add_patch)
       10    0.000    0.000    0.000    0.000 ticker.py:1385(__init__)
       26    0.000    0.000    0.000    0.000 lines.py:1498(is_dashed)
        1    0.000    0.000    0.001    0.001 collections.py:207(get_datalim)
       44    0.000    0.000    0.000    0.000 yacc.py:254(__len__)
        8    0.000    0.000    0.000    0.000 generic.py:313(p_unit_with_power)
       16    0.000    0.000    0.001    0.000 __init__.py:204(parse_version)
       28    0.000    0.000    0.000    0.000 base.py:436(<genexpr>)
        1    0.000    0.000    0.000    0.000 <string>:5(Traceback)
        7    0.000    0.000    0.000    0.000 imp.py:105(get_suffixes)
       10    0.000    0.000    0.000    0.000 core.py:667(getdata)
       27    0.000    0.000    0.000    0.000 core.py:781(is_string_or_list_of_strings)
        1    0.000    0.000    0.000    0.000 datetime.py:1360(datetime)
        1    0.000    0.000    0.000    0.000 cp1252.py:3(<module>)
        1    0.000    0.000    0.000    0.000 dogbox.py:42(<module>)
        1    0.000    0.000    0.094    0.094 _trustregion_dogleg.py:1(<module>)
        1    0.000    0.000    0.004    0.004 queue.py:1(<module>)
        1    0.000    0.000    0.025    0.025 ensemble.py:9(<module>)
       16    0.000    0.000    0.000    0.000 {built-in method setDevicePixelRatio}
       53    0.000    0.000    0.000    0.000 _base.py:2075(use_sticky_edges)
        1    0.000    0.000    0.000    0.000 axis.py:627(Axis)
        1    0.000    0.000    0.000    0.000 patches.py:812(RegularPolygon)
       25    0.000    0.000    0.002    0.000 font_manager.py:736(__str__)
       18    0.000    0.000    0.000    0.000 ticker.py:362(get_offset)
       16    0.000    0.000    0.002    0.000 collections.py:1266(set_color)
        2    0.000    0.000    0.073    0.036 colorbar.py:898(__init__)
        1    0.000    0.000    0.003    0.003 _encoded_words.py:6(<module>)
        1    0.000    0.000    0.000    0.000 client.py:107(<dictcomp>)
        1    0.000    0.000    0.000    0.000 yacc.py:233(YaccProduction)
       45    0.000    0.000    0.000    0.000 core.py:285(get_current_unit_registry)
        9    0.000    0.000    0.001    0.000 core.py:882(_get_converter)
        2    0.000    0.000    0.006    0.003 __init__.py:2091(declare_namespace)
        4    0.000    0.000    0.000    0.000 header.py:746(clear)
       24    0.000    0.000    0.000    0.000 pyparsing.py:384(__getitem__)
     10/9    0.000    0.000    0.000    0.000 pyparsing.py:3300(__str__)
       15    0.000    0.000    0.000    0.000 runner.py:39(__call__)
       10    0.000    0.000    0.000    0.000 decorators.py:276(deprecated_renamed_argument)
        4    0.000    0.000    0.000    0.000 tempfile.py:157(__next__)
        4    0.000    0.000    0.001    0.000 core.py:123(doc_note)
        6    0.000    0.000    0.000    0.000 core.py:3586(get_fill_value)
        6    0.000    0.000    0.000    0.000 pyparsing.py:3563(<lambda>)
        2    0.000    0.000    0.010    0.005 pyparsing.py:3546(srange)
       15    0.000    0.000    0.000    0.000 rcsetup.py:308(<listcomp>)
        2    0.000    0.000    0.000    0.000 backend_pdf.py:1485(writeInfoDict)
        2    0.000    0.000    0.000    0.000 backend_pdf.py:1529(__init__)
        1    0.000    0.000    0.000    0.000 morphology.py:31(<module>)
        1    0.000    0.000    0.000    0.000 _cubic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:4(<module>)
        1    0.000    0.000    0.000    0.000 corner.py:165(<listcomp>)
        1    0.000    0.000    0.000    0.000 dia.py:1(<module>)
       60    0.000    0.000    0.000    0.000 axis.py:921(<listcomp>)
        1    0.000    0.000    0.000    0.000 streamplot.py:4(<module>)
       28    0.000    0.000    0.000    0.000 offsetbox.py:74(<listcomp>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1649(FigureCanvasBase)
       14    0.000    0.000    0.000    0.000 quantity.py:533(__array_wrap__)
        1    0.000    0.000    0.022    0.022 generic.py:103(_make_lexer)
       10    0.000    0.000    0.000    0.000 generic.py:289(p_product_of_units)
       19    0.000    0.000    0.000    0.000 __init__.py:2892(_get_mro)
        6    0.000    0.000    0.000    0.000 file.py:316(seek)
        1    0.000    0.000    0.007    0.007 logger.py:475(_set_defaults)
        1    0.000    0.000    0.001    0.001 charset.py:6(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:159(_initialize_astropy)
        9    0.000    0.000    0.001    0.000 stride_tricks.py:267(<listcomp>)
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
        1    0.000    0.000    0.000    0.000 compressed.py:22(_cs_matrix)
        1    0.000    0.000    0.003    0.003 lil.py:2(<module>)
        1    0.000    0.000    0.005    0.005 flinalg.py:5(<module>)
        7    0.000    0.000    0.000    0.000 _util.py:301(<listcomp>)
       10    0.000    0.000    0.000    0.000 offsetbox.py:660(get_extent)
        1    0.000    0.000    0.000    0.000 patches.py:69(Patch)
        1    0.000    0.000    0.003    0.003 path.py:13(<module>)
        1    0.000    0.000    0.000    0.000 cycler.py:41(<module>)
        2    0.000    0.000    0.002    0.001 pyparsing.py:3724(parseImpl)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4640(<lambda>)
